Laptop Name,Weight,Graphic Card,Operating System,RAM,CPU,Screen Size,Memory Speed,Color,Brand,Price,Storage
Acer Nitro Anv15 51,3,Nvidia GeForce RTX 3050,Windows 11 Home,8,Intel Core i5,15.6,4800,Black,acer,28999,512
Monster Markut M7 V6,3,Nvidia GeForce RTX 5000,FreeDos,64,Intel Core i9,17.3,4000,Black,monster,345899,2048
Monster Abra A5 V20,3,Nvidia GeForce RTX 4050,Windows 11 Home,32,Intel Core i5,15.6,3200,Black,monster,47299,1024
Asus Vivobook 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,24,Intel Core i5,16,3200,Black,asus,42999,1024
Monster Tulpar T7 V20,3,Nvidia GeForce RTX 4060,Windows 11 Home,32,Intel Core i7,17.3,3200,Black,monster,69298,1024
Asus Vivobook 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,48,Intel Core i5,16,3200,Black,asus,44999,1024
Msi Gf63 Thin,1.5,Nvidia GeForce GTX1650,FreeDos,8,Intel Core i5,15.6,3200,Black,msi,85000,512
Msi Prestige 16 Ai,1.5,Nvidia GeForce RTX 4060,Windows 11 Home,32,Intel Core Ultra 7,16,4800,Black,msi,158695,2048
Casper Excalibur G870 1270,3,Nvidia GeForce RTX 4070,Windows 11 Home,32,Intel Core i7,15.6,3200,Grey,casper,61046,1024
Casper Excalibur G870 1245,3,Nvidia GeForce RTX 4050,FreeDos,32,Intel Core i5,15.6,3200,Grey,casper,43299,2048
Casper Excalibur G911 1490,3,Nvidia GeForce RTX 4090,Windows 11 Home,32,Intel Core i9,16,4800,Grey,casper,140999,1024
Casper Excalibur G870 1245,3,Nvidia GeForce RTX 2050,FreeDos,64,Intel Core i5,15.6,3200,Grey,casper,33099,1024
Msi Pulse 17 Ai,3,Nvidia GeForce RTX 4060,Windows 11 Home,32,Intel Core Ultra 7,17,5600,Black,msi,90846,1024
Hp Omen,1.5,Nvidia GeForce RTX 4060,Windows 11 Home,16,Intel Based,14,6600,Black,hp,73999,1024
Casper Excalibur G770 1265,3,Nvidia GeForce RTX 3050,Windows 11 Pro,64,Intel Core i7,15.6,3200,Black,casper,43889,1024
Casper Excalibur G870 1245,3,Nvidia GeForce RTX 4060,FreeDos,64,Intel Core i5,15.6,3200,Grey,casper,49599,2048
Casper Excalibur G770 1245,3,Nvidia GeForce RTX 3050,Windows 11 Home,16,Intel Core i5,15.6,3200,Black,casper,37299,1024
Monster Abra A5 V20,3,Nvidia GeForce RTX 4050,Windows 11 Home,16,Intel Core i5,15.6,3200,Black,monster,44899,1024
Acer Nitro 5 Nh,3,Nvidia GeForce RTX 3050,FreeDos,32,12450H,15.6,3200,Black,acer,28699,512
Game Garaj Slayer2,3,Nvidia GeForce RTX 3060,FreeDos,64,Intel Core i7,15.6,4800,Black,game,45492,1024
Casper Excalibur G770 1265,3,Nvidia GeForce RTX 3050,Windows 11 Pro,32,Intel Core i7,15.6,3200,Black,casper,42523,1024
Casper Excalibur G870 1245,3,Nvidia GeForce RTX 4060,Windows 11 Pro,64,Intel Core i5,15.6,3200,Grey,casper,56099,1024
Acer Nitro V 15,3,Nvidia GeForce RTX 4050,FreeDos,64,Intel Core i5,15.6,5600,Black,acer,44999,2048
Msi Creator M16 Hx,3,Nvidia GeForce RTX 4050,Windows 11 Pro,16,Intel Core i7,16,5600,Grey,msi,84244,1024
Asus Vivobook 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,24,Intel Core i5,16,3200,Black,asus,43999,1024
Casper Excalibur G870 1270,3,Nvidia GeForce RTX 4070,FreeDos,16,Intel Core i7,15.6,3200,Grey,casper,49451,512
Asus Rog Strix G16 G614Jv,3,Nvidia GeForce RTX 4060,FreeDos,16,Intel Core i7,16,4800,Grey,asus,68999,512
Casper Excalibur G870 1270,3,Nvidia GeForce RTX 4050,Windows 11 Pro,32,Intel Core i7,15.6,3200,Grey,casper,52399,1024
Casper Excalibur G870 1245,3,Nvidia GeForce RTX 4050,FreeDos,64,Intel Core i5,15.6,3200,Grey,casper,46399,2048
Casper Excalibur G870 1362,3,Nvidia GeForce RTX 4060,Windows 11 Home,16,Intel Core i7,15.6,3200,Grey,casper,48999,1024
Acer Nitro 5 An515,3,Nvidia GeForce RTX 3050,FreeDos,16,AMD Ryzen 5,15.6,4800,Black,acer,39999,512
Asus Vivobook 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,48,Intel Core i5,16,3200,Black,asus,48999,2048
Hp Victus 16 R0064Nt,3,Nvidia GeForce RTX 4060,FreeDos,32,Intel Core i7,16.1,5200,Black,hp,55899,1024
Hp Omen 16 K0008Nt,3,Nvidia GeForce RTX 3070Ti,FreeDos,32,Intel Core i7,16.1,4800,Black,hp,63999,1024
Casper Excalibur G870 1270,3,Nvidia GeForce RTX 4070,Windows 11 Home,16,Intel Core i7,15.6,3200,Grey,casper,59009,1024
Casper Excalibur G870 1245,3,Nvidia GeForce RTX 2050,FreeDos,16,Intel Core i5,15.6,3200,Grey,casper,27499,512
Monster Tulpar T7 V20,3,Nvidia GeForce RTX 4060,Windows 11 Home,16,Intel Core i7,17.3,3200,Black,monster,59499,1024
Asus Vivobook 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,24,Intel Core i5,16,3200,Black,asus,47999,2048
Asus Vivobook 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,16,Intel Core i5,16,3200,Black,asus,42499,1024
Asus Rog Strix G16 G614Ju,3,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i7,16,4800,Grey,asus,58496,512
Lenovo Ideapad Gaming 3,3,Nvidia GeForce RTX 3050,FreeDos,16,Intel Core i5,15.6,1740,Grey,lenovo,36622,512
Casper Excalibur G870 1265,3,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i7,15.6,3200,Grey,casper,40798,512
Lenovo V14 G2,1.5,Nvidia GeForce MX350,FreeDos,8,Intel Core i5,14,3200,Black,lenovo,60964,256
Casper Excalibur G911 1490,3,Nvidia GeForce RTX 4090,Windows 11 Pro,64,Intel Core i9,16,4800,Grey,casper,150199,2048
Casper Excalibur G770 1245,3,Nvidia GeForce RTX 3050,Windows 11 Pro,16,Intel Core i5,15.6,3200,Black,casper,39799,1024
Casper Excalibur G911 1490,3,Nvidia GeForce RTX 4090,FreeDos,32,Intel Core i9,16,4800,Grey,casper,128199,2048
Casper Excalibur G911 1490,3,Nvidia GeForce RTX 4090,FreeDos,32,Intel Core i9,16,4800,Grey,casper,125799,1024
Erazer Deputy P60,3,Nvidia GeForce RTX 4070,FreeDos,16,Intel Core i7,15.6,3200,Dark Grey,erazer,49350,1024
Game Garaj Slayer2,3,Nvidia GeForce RTX 3060,FreeDos,32,Intel Core i7,15.6,4800,Black,game,41950,1024
Monster Abra A5 V20,3,Nvidia GeForce RTX 4050,FreeDos,8,Intel Core i7,15.6,3200,Black,monster,42999,500
Monster Tulpar T7 V20,3,Nvidia GeForce RTX 4060,FreeDos,64,Intel Core i7,17.3,3200,Black,monster,62999,1024
Game Garaj Slayer4,3,Nvidia GeForce RTX 4060,FreeDos,64,Intel Core Ultra 7,16,4800,Black,game,65748,2048
Game Garaj Slayer,3,Nvidia GeForce RTX 4050,FreeDos,16,AMD Ryzen 5,15.6,4800,Black,game,37519,500
Game Garaj Slayer2,3,Nvidia GeForce RTX 3060,FreeDos,64,Intel Core i7,17.3,4800,Black,game,49036,1024
Monster Abra A5 V20,3,Nvidia GeForce RTX 4050,FreeDos,64,Intel Core i7,15.6,3200,Black,monster,53199,1024
Acer Nitro 5 An515,3,Nvidia GeForce RTX 3050,FreeDos,16,AMD Ryzen 7,15.6,3200,Black,acer,108477,512
Casper Excalibur G870 1270,3,Nvidia GeForce RTX 4070,Windows 11 Pro,32,Intel Core i7,15.6,3200,Grey,casper,61046,1024
Casper Excalibur G770 1245,3,Nvidia GeForce RTX 3050,Windows 11 Pro,64,Intel Core i5,15.6,3200,Black,casper,44799,1024
Casper Excalibur G870 1342,3,Nvidia GeForce RTX 4060,Windows 11 Home,16,Intel Core i5,15.6,3200,Grey,casper,40361,512
Monster Semruk S7 V9,3,Nvidia GeForce RTX 4060,FreeDos,32,Intel Core i7,17,4800,Black,monster,95999,1024
Monster Abra A5 V20,3,Nvidia GeForce RTX 4050,FreeDos,8,Intel Core i5,15.6,3200,Black,monster,38899,500
Asus Vivobook 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,24,Intel Core i5,16,3200,Black,asus,47499,2048
Asus Vivobook 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,20,Intel Core i5,16,3200,Black,asus,47499,2048
Monster Semruk S7 V9,3,Nvidia GeForce RTX 4060,FreeDos,64,Intel Core i7,17,4800,Black,monster,103999,2048
Monster Abra A5 V20,3,Nvidia GeForce RTX 4050,Windows 11 Home,16,Intel Core i5,15.6,3200,Black,monster,40199,500
Casper Excalibur G870 1270,3,Nvidia GeForce RTX 4060,FreeDos,32,Intel Core i7,15.6,3200,Grey,casper,46128,2048
Casper Excalibur G770 1245,3,Nvidia GeForce RTX 3050,Windows 11 Pro,32,Intel Core i5,15.6,3200,Black,casper,41499,1024
Casper Excalibur G870 1270,3,Nvidia GeForce RTX 4050,FreeDos,64,Intel Core i7,15.6,3200,Grey,casper,45299,1024
Dell Gaming Alienware M16 R1,3,Nvidia GeForce RTX 4060,Windows 11 Home,16,Intel Core i7,16,4800,Black,dell,74599,512
Asus Vivobook 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,20,Intel Core i5,16,3200,Black,asus,46999,2048
Casper Excalibur G911 1390,3,Nvidia GeForce RTX 4090,FreeDos,32,Intel Core i9,16,4800,Grey,casper,122099,4096
Asus Tuf Gaming F15 Fx507Zc4,3,Nvidia GeForce RTX 3050,FreeDos,8,Intel Core i5,15.6,3200,Black,asus,31008,512
Casper Excalibur G911 1290,3,Nvidia GeForce RTX 3080Ti,FreeDos,32,Intel Core i9,16,4800,Grey,casper,83495,1024
Monster Tulpar T7 V20,3,Nvidia GeForce RTX 4060,Windows 11 Home,16,Intel Core i7,17.3,3200,Black,monster,66148,500
Monster Tulpar T7 V20,3,Nvidia GeForce RTX 4060,Windows 11 Home,16,Intel Core i7,17.3,3200,Black,monster,57299,500
Casper Excalibur G870 1270,3,Nvidia GeForce RTX 4050,FreeDos,32,Intel Core i7,15.6,3200,Grey,casper,46000,2048
Monster Abra A5 V20,3,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i5,15.6,3200,Black,monster,39699,500
Casper Excalibur G911 1390,3,Nvidia GeForce RTX 4090,Windows 11 Pro,64,Intel Core i9,16,4800,Grey,casper,137799,2048
Casper Excalibur G770 1265,3,Nvidia GeForce RTX 3050,FreeDos,16,Intel Core i7,15.6,3200,Black,casper,35999,2048
Casper Excalibur G870 1245,3,Nvidia GeForce RTX 4060,FreeDos,32,Intel Core i5,15.6,3200,Grey,casper,46399,2048
Casper Excalibur G870 1270,3,Nvidia GeForce RTX 4070,Windows 11 Pro,16,Intel Core i7,15.6,3200,Grey,casper,59324,1024
Casper Excalibur G770 1265,3,Nvidia GeForce RTX 3050,FreeDos,64,Intel Core i7,15.6,3200,Black,casper,40599,2048
Lenovo Legion Pro 7,3,Nvidia GeForce RTX 4090,FreeDos,32,Intel Core i9,16,5600,Black,lenovo,154999,1024
Msi Katana A17 Ai,3,Nvidia GeForce RTX 4060,FreeDos,16,AMD Ryzen 7,17.3,5600,Black,msi,65623,1024
Msi Creator Z17 Hx,3,Nvidia GeForce RTX 4070,Windows 11 Pro,64,Intel Core i9,17,5200,Grey,msi,311999,2048
Msi Stealth 14 Ai,1.5,Nvidia GeForce RTX 4060,Windows 11 Home,32,Intel Core Ultra 7,14,5600,Dark Blue,msi,96908,1024
Casper Excalibur G870 1245,3,Nvidia GeForce RTX 4060,FreeDos,32,Intel Core i5,15.6,3200,Grey,casper,42899,512
Game Garaj Slayer4,3,Nvidia GeForce RTX 4060,FreeDos,64,Intel Core i7,16,4800,Black,game,61011,2048
Lenovo Loq 15Irh8,3,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i5,15.6,4800,Grey,lenovo,37800,512
Monster Abra A5 V20,3,Nvidia GeForce RTX 4050,Windows 11 Home,8,Intel Core i5,15.6,3200,Black,monster,40799,500
Lenovo Loq 15,3,Nvidia GeForce RTX 3050,FreeDos,16,Intel Core i5,15.6,4800,Grey,lenovo,44726,512
Casper Excalibur G870 1270,3,Nvidia GeForce RTX 4060,Windows 11 Pro,64,Intel Core i7,15.6,3200,Grey,casper,50933,1024
Casper Excalibur G770 1265,3,Nvidia GeForce RTX 3050,Windows 11 Home,16,Intel Core i7,15.6,3200,Black,casper,37799,512
Casper Excalibur G870 1245,3,Nvidia GeForce RTX 4050,FreeDos,64,Intel Core i5,15.6,3200,Grey,casper,43899,1024
Monster Abra A5 V20,3,Nvidia GeForce RTX 4050,Windows 11 Home,16,Intel Core i5,15.6,3200,Black,monster,42699,500
Monster Markut M7 V6,3,Nvidia GeForce RTX 3500,FreeDos,64,Intel Core i9,17,4000,Black,monster,228499,2048
Casper Excalibur G770 1245,3,Nvidia GeForce RTX 3050,FreeDos,16,Intel Core i5,15.6,3200,Black,casper,30699,512
Casper Excalibur G911 1390,3,Nvidia GeForce RTX 4090,FreeDos,32,Intel Core i9,16,4800,Grey,casper,116799,2048
Casper Excalibur G911 1490,3,Nvidia GeForce RTX 4090,FreeDos,32,Intel Core i9,16,4800,Grey,casper,133499,4096
Casper Excalibur G870 1270,3,Nvidia GeForce RTX 4060,Windows 11 Home,16,Intel Core i7,15.6,3200,Grey,casper,46608,1024
Lenovo Ideapad Gaming 3,3,Nvidia GeForce RTX 3060,FreeDos,16,AMD Ryzen 7,15.6,3200,Black,lenovo,54998,512
Lenovo Yoga Pro 7,1.5,Nvidia GeForce RTX 3050,Windows 11 Home,16,AMD Ryzen 7,14.5,6400,Blue,lenovo,62999,1024
Acer Nitro 5 An515,3,Nvidia GeForce RTX 3050,FreeDos,8,AMD Ryzen 5,15.6,4800,Black,acer,38499,512
Monster Tulpar T7 V20,3,Nvidia GeForce RTX 4060,FreeDos,64,Intel Core i7,17.3,3200,Black,monster,72448,1024
Acer Nitro 5 An515,3,Nvidia GeForce RTX 3060,Linux,16,Intel Core i5,15.6,3200,Black,acer,50599,512
Msi Crosshair 16 Hx,3,Nvidia GeForce RTX 4060,Windows 11 Home,32,Intel Core i7,16,5600,Grey,msi,158999,1024
Game Garaj Slayer2,4,Nvidia GeForce RTX 3060,FreeDos,32,Intel Core i7,17.3,4800,Black,game,44167,1024
Game Garaj Slayer2,3,Nvidia GeForce RTX 3070Ti,FreeDos,16,Intel Core i7,17.3,4800,Black,game,48315,1024
Msi Katana Gf76 11Ud,3,Nvidia GeForce RTX 3050 Ti,FreeDos,16,Intel Core i7,17.3,3200,Black,msi,54999,512
Msi Vector 17 Hx,2,Nvidia GeForce RTX 4070,Windows 11 Home,32,Intel Core i9,17,5600,Black,msi,169000,2048
Monster Abra A5 V20,3,Nvidia GeForce RTX 4050,Windows 11 Home,8,Intel Core i5,15.6,3200,Black,monster,39399,500
Monster Tulpar T5 V23,3,Nvidia GeForce RTX 4060,FreeDos,16,Intel Core i5,15.6,3200,Black,monster,49900,500
Monster Tulpar T6 V1,3,Nvidia GeForce RTX 4080,FreeDos,32,Intel Core i9,16,5600,Black,monster,114399,1024
Game Garaj Slayer3,3,Nvidia GeForce RTX 4060,FreeDos,64,Intel Core i7,17.3,4800,Black,game,52120,1024
Asus Vivobook 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,20,Intel Core i5,16,3200,Black,asus,42499,1024
Monster Tulpar T7 V20,3,Nvidia GeForce RTX 4060,Windows 11 Home,16,Intel Core i7,17.3,3200,Black,monster,67723,1024
Casper Excalibur G911 1490,3,Nvidia GeForce RTX 4090,Windows 11 Pro,32,Intel Core i9,16,4800,Grey,casper,143399,1024
Casper Excalibur G770 1265,3,Nvidia GeForce RTX 3050,Windows 11 Pro,16,Intel Core i7,15.6,3200,Black,casper,39165,1024
Monster Tulpar T7 V20,3,Nvidia GeForce RTX 4060,Windows 11 Home,64,Intel Core i7,17.3,3200,Black,monster,72448,1024
Acer Nitro V 15,4,Nvidia GeForce RTX 4050,FreeDos,8,Intel Core i5,15.6,5600,Black,acer,35999,1024
Casper Excalibur G911 1490,3,Nvidia GeForce RTX 4090,FreeDos,64,Intel Core i9,16,4800,Grey,casper,129499,1024
Hp Victus 16 S1026N,3,Nvidia GeForce RTX 4050,FreeDos,16,AMD Ryzen 7,16.1,5600,Dark Grey,hp,40999,512
Hp Victus 16 7Z586E,3,Nvidia GeForce RTX 4060,FreeDos,16,AMD Ryzen 7,16.1,5600,Blue,hp,41899,512
Asus Vivobook 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,32,Intel Core i5,16,3200,Black,asus,47999,2048
Asus Vivobook 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,20,Intel Core i5,16,3200,Black,asus,42899,1024
Asus Rog Strix Scar 18 ,3,Nvidia GeForce RTX 4090,FreeDos,32,Intel Core i9,18,4800,Black,asus,209999,2048
Game Garaj Slayer2.1,3,Nvidia GeForce RTX 3070Ti,FreeDos,64,Intel Core i7,17.3,4800,Black,game,53548,1024
Game Garaj Slayer2.5,3,Nvidia GeForce RTX 3060,FreeDos,16,Intel Core i7,17.3,4800,Black,game,42356,500
Acer Nitro V 15,3,Nvidia GeForce RTX 4050,FreeDos,32,Intel Core i5,15.6,5600,Black,acer,39999,1024
Acer Nitro 5 An515,3,Nvidia GeForce RTX 3080,FreeDos,16,AMD Ryzen 7,15.6,3200,Black,acer,65000,1024
Monster Tulpar T7 V20,3,Nvidia GeForce RTX 4060,Windows 11 Home,64,Intel Core i7,17.3,3200,Black,monster,66699,1024
Asus Vivobook 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,16,Intel Core i5,16,3200,Black,asus,46499,2048
Dell Gaming G15 5511,3,Nvidia GeForce RTX 3050,Ubuntu,8,Intel Core i7,15.6,3200,Dark Grey,dell,77957,512
Acer Nitro 5 An515,3,Nvidia GeForce RTX 3050 Ti,FreeDos,16,AMD Ryzen 7,15.6,3200,Black,acer,98616,512
Lenovo Ideapad Gaming 3,3,Nvidia GeForce RTX 3060,FreeDos,16,AMD Ryzen 5,15.6,3200,Black,lenovo,54990,512
Game Garaj Slayer,3,Nvidia GeForce RTX 3050 Ti,FreeDos,8,Intel Core i5,15.6,3200,Black,game,126231,256
Casper Excalibur G870 1270,3,Nvidia GeForce RTX 4050,FreeDos,64,Intel Core i7,15.6,3200,Grey,casper,49199,2048
Game Garaj Slayer3,3,Nvidia GeForce RTX 4070,FreeDos,32,Intel Core i7,17.3,4800,Black,game,64471,1024
Casper Excalibur G911 1490,4,Nvidia GeForce RTX 4090,FreeDos,64,Intel Core i9,16,4800,Grey,casper,137299,4096
Casper Excalibur G911 1490,4,Nvidia GeForce RTX 4090,Windows 11 Home,64,Intel Core i9,16,4800,Grey,casper,147799,2048
Casper Excalibur G911 1390,4,Nvidia GeForce RTX 4090,FreeDos,64,Intel Core i9,16,4800,Grey,casper,125799,4096
Casper Excalibur G911 1390,4,Nvidia GeForce RTX 4090,Windows 11 Pro,32,Intel Core i9,16,4800,Grey,casper,133699,2048
Casper Excalibur G870 1270,4,Nvidia GeForce RTX 4070,Windows 11 Pro,32,Intel Core i7,15.6,3200,Grey,casper,63670,2048
Casper Excalibur G870 1245,4,Nvidia GeForce RTX 4060,FreeDos,64,Intel Core i5,15.6,3200,Grey,casper,47099,1024
Asus Tuf Gaming Fa506,3,Nvidia GeForce RTX 3050 Ti,FreeDos,8,AMD Ryzen 5,15.6,3200,"Dark Grey, Black",asus,43500,512
Casper Excalibur G770 1265,3,Nvidia GeForce RTX 3050,FreeDos,32,Intel Core i7,15.6,3200,Black,casper,35099,1024
Casper Excalibur G770 1265,3,Nvidia GeForce RTX 3050,FreeDos,64,Intel Core i7,15.6,3200,Black,casper,38199,1024
Asus Tuf Gaming Fa617,5,AMD Radeon RX 7600S,FreeDos,16,AMD Ryzen 7,16,4800,Black,asus,40999,512
Lenovo Ideapad Gaming 3 ,3,Nvidia GeForce RTX 3050,FreeDos,8,Intel Core i5,15.6,3200,Black,lenovo,38818,256
Monster Abra A5 V20,3,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i7,15.6,3200,Black,monster,45999,1024
Monster Abra A5 V20,4,Nvidia GeForce RTX 4050,Windows 11 Home,16,Intel Core i5,15.6,3200,Black,monster,42399,1024
Casper Excalibur G770 1245,3.5,Nvidia GeForce RTX 3050,FreeDos,64,Intel Core i5,15.6,3200,Black,casper,38999,2048
Casper Excalibur G870 1270,3,Nvidia GeForce RTX 4070,Windows 11 Pro,64,12700H,15.6,3200,Grey,casper,66798,2048
Casper Excalibur G911 1490,3.5,Nvidia GeForce RTX 4090,Windows 11 Pro,32,Intel Core i9,16,4800,Grey,casper,146099,2048
Casper Excalibur G770 1245,3,Nvidia GeForce RTX 3050,FreeDos,64,Intel Core i5,15.6,3200,Black,casper,36499,1024
Casper Excalibur G911 1390,2,Nvidia GeForce RTX 4090,FreeDos,32,Intel Core i9,16,4800,Grey,casper,114399,1024
Msi Raider Ge78 ,3,Nvidia GeForce RTX 4080,Windows 11 Pro,64,Intel Core i9,17,5200,Black,msi,269566,2048
Monster Tulpar T7 V20,3,Nvidia GeForce RTX 4060,FreeDos,16,Intel Core i7,17.3,3200,Black,monster,55799,1024
Msi Thin Gf63 12Vf,1.5,Nvidia GeForce RTX 4060,FreeDos,16,Intel Core i5,15.6,3200,Black,msi,49500,512
Monster Tulpar T7 V20,3,Nvidia GeForce RTX 4060,FreeDos,32,Intel Core i7,17.3,3200,Black,monster,69298,1024
Monster Abra A5 V20,4,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i5,15.6,3200,Black,monster,39399,1024
Acer Nitro V15,3,Nvidia GeForce RTX 4060,FreeDos,32,AMD Ryzen 7,15.6,4800,Black,acer,43199,512
Monster Abra A5 V20,3,Nvidia GeForce RTX 4050,Windows 11 Home,8,Intel Core i7,15.6,3200,Black,monster,46699,500
Asus Vivobook 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,32,Intel Core i5,16,3200,Black,asus,48499,2048
