Laptop Name,Weight,Graphic Card,Operating System,RAM,CPU,Screen Size,Memory Speed,Color,Brand,Price,Storage,CPU Rank,Graphic Card Rank,RAM Rank,Storage Rank,Memory Speed Rank,Screen Size Rank,Weight Rank,Brand Rank,Operating System Rank,Color Rank
MONSTER TULPAR T6 V3 1,3.0,Nvidia GeForce RTX 4060,FreeDos,16,Intel Core i7,16.0,4800,Black,monster,49999,500,1,1,1,2,5,5,1,4,5,2
LENOVO THINKPAD E16,1.0,Intel Arc Graphics,FreeDos,64,Intel Core Ultra 7,16.0,5600,Black,lenovo,55399,1024,4,2,3,5,2,4,4,5,1,2
MSI MODERN 15 B12MO 676XTR,3.0,Intel Iris Xe Graphics,FreeDos,16,1235U,15.6,3200,Black,msi,19099,512,4,1,2,5,1,1,5,3,1,5
LENOVO YOGA 9,3.0,Intel Arc Graphics,Windows 11 Home,32,Intel Core Ultra 7,14.0,7467,Blue,lenovo,110000,1024,1,4,5,5,5,1,2,4,2,5
ASUS VIVOBOOK 15,1.5,Intel UHD Graphics,FreeDos,16,Intel Core i7,15.6,3200,Metallic Grey,asus,32507,1024,1,2,5,3,4,5,5,5,1,1
LENOVO LOQ,3.0,Nvidia GeForce RTX 4050,Windows 11 Pro,24,Intel Core i5,15.6,4800,Grey,lenovo,43964,1024,5,1,1,2,5,5,4,5,5,3
ACER NITRO ANV15 51,3.0,Nvidia GeForce RTX 3050,Windows 11 Home,8,Intel Core i5,15.6,4800,Black,acer,30550,512,3,2,5,1,2,2,4,5,1,5
DELL LATITUDE 3520 N028L352025EMEA U,1.0,Intel Iris Xe Graphics,FreeDos,16,Intel Core i7,15.6,3200,Black,dell,27499,512,3,2,1,5,1,2,5,2,3,5
CASPER NIRVANA X600 1235 BV00X G F,1.0,Shared,FreeDos,16,Intel Core i5,15.6,3200,Grey,casper,19499,512,5,3,4,5,5,5,5,2,1,4
LENOVO IDEAPAD 1,1.5,AMD Radeon Graphics,FreeDos,8,AMD Ryzen 7,15.6,3200,Grey,lenovo,16463,512,3,2,5,5,2,1,5,3,5,1
DELL VOSTRO 3530,1.5,Intel UHD Graphics,Ubuntu,16,Intel Core i7,15.6,3200,Black,dell,23445,512,3,5,5,3,1,2,2,5,1,5
DELL INSPIRON 15 3511,1.5,Intel Iris Xe Graphics,Windows 10 Pro,16,Intel Core i5,15.6,2666,Black,dell,19399,512,4,5,5,5,5,5,3,4,2,1
ASUS VIVOBOOK 15,1.5,Intel Iris Xe Graphics,Windows 11 Pro,24,Intel Core i7,15.6,3200,Metallic Grey,asus,28399,1024,1,5,1,3,2,3,3,5,5,1
LENOVO LOQ 15ARP9,3.0,Nvidia GeForce RTX 3050,FreeDos,8,AMD Ryzen 5,15.6,4800,Grey,lenovo,29120,512,5,5,4,5,1,3,5,4,3,4
HP PROBOOK 450 G10,1.5,Nvidia GeForce RTX 2050,Windows 11 Pro,32,Intel Core i7,15.6,3200,Silver,hp,63209,1024,4,5,1,5,5,4,5,5,1,4
DELL VOSTRO 3530,1.0,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i5,15.6,3200,Black,dell,20183,512,4,5,5,2,1,2,5,5,5,4
DELL VOSTRO 3520 N5305PVNB3520U,1.0,Intel Iris Xe Graphics,FreeDos,16,Intel Core i7,15.6,3200,Dark Grey,dell,26263,512,3,5,4,5,5,2,5,4,5,5
ASUS VIVOBOOK 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,48,Intel Core i5,16.0,3200,Black,asus,44999,1024,5,5,4,5,3,5,4,2,5,1
LENOVO V15 G4 IRU,1.5,Intel Iris Xe Graphics,Windows 11 Pro,24,Intel Core i7,15.6,3200,Black,lenovo,30999,512,1,3,4,2,5,5,5,5,1,2
LENOVO THINKPAD E16 GEN1,3.0,Intel UHD Graphics,FreeDos,16,Intel Core i7,16.0,3200,Black,lenovo,43500,512,5,5,1,5,2,1,2,3,1,5
LENOVO THINKPAD E16 GEN 2,1.0,Intel Graphics,Windows 11 Pro,16,Intel Core Ultra 5,16.0,5600,Black,lenovo,38850,512,4,3,2,2,3,1,4,5,3,1
MONSTER ABRA A7 V16 1 2,3.0,Nvidia GeForce RTX 4050,FreeDos,32,Intel Core i7,17.3,4800,Black,monster,53599,1024,3,3,3,1,1,4,5,5,2,3
HP 15S EQ2000NTA60,1.0,Shared,FreeDos,32,AMD Ryzen 7,15.6,3200,Silver,hp,18499,512,3,5,5,1,5,1,4,5,1,4
LENOVO V15 G4,1.5,Intel UHD Graphics,FreeDos,16,Intel Core i5,15.6,3200,Black,lenovo,23999,512,4,1,5,3,1,1,3,5,5,5
CASPER NIRVANA X600 1270 BV00R G F,1.5,Shared,Windows 11 Pro,16,Intel Core i7,15.6,3200,Grey,casper,23899,512,4,1,4,2,3,1,5,1,3,2
ASUS VIVOBOOK 15,1.5,Intel Iris Xe Graphics,Windows 11 Home,16,Intel Core i7,15.6,3200,Metallic Grey,asus,26249,512,4,1,4,5,2,5,4,3,5,5
LENOVO THINKPAD E16 GEN1,1.5,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i5,16.0,3200,Black,lenovo,37000,1024,3,5,1,2,3,4,5,5,4,1
DELL LATITUDE 3550 N010L355015U12,1.5,Intel Iris Xe Graphics,Windows 11 Pro,64,Intel Core i7,15.6,5600,Dark Grey,dell,52299,1024,1,1,4,5,5,4,5,5,4,3
HP 15 FD1002NT 9Y8Y7EA11,1.0,Intel Graphics,Windows 11 Pro,32,Intel Core i7,15.6,3200,Grey,hp,39399,1024,3,1,3,5,4,4,3,1,1,5
ACER NITRO V 15,3.0,Nvidia GeForce RTX 4060,Windows 11 Home,96,AMD Ryzen 7,15.6,4800,Black,acer,64741,2048,1,1,1,1,5,2,1,1,4,1
DELL VOSTRO 3420 4330PVNB3420U,1.5,Intel Iris Xe Graphics,FreeDos,16,Intel Core i7,14.0,3200,Dark Grey,dell,49850,512,1,5,1,5,1,3,5,4,3,1
ASUS EXPERTBOOK P1 P1403CVA I58512G0D,1.0,Intel UHD Graphics,FreeDos,8,Intel Core i5,14.0,5600,Metallic Grey,asus,24831,256,3,2,5,4,4,5,5,5,1,5
MSI CYBORG 15 A13VFA36 892XTRA36,1.0,Nvidia GeForce RTX 4060,Windows 11 Pro,64,Intel Core i7,15.6,4800,Black,msi,66142,2048,5,4,1,5,5,1,5,3,4,2
MSI STEALTH 16 AI STUDIO A1VFG 037TR,1.5,Nvidia GeForce RTX 4060,Windows 11 Home,32,Intel Core Ultra 7,16.0,5600,Black,msi,106382,1024,1,1,1,5,5,5,3,1,1,4
ASUS VIVOBOOK 15 E1504FA NJ993,1.5,AMD Radeon Graphics,FreeDos,8,AMD Ryzen 5,15.6,4800,Grey,asus,15999,512,5,4,4,2,2,3,4,5,2,3
ASUS EXPERTBOOK P1 P1503,1.0,Intel UHD Graphics,Windows 11 Pro,64,Intel Core i7,15.6,5600,Metallic Grey,asus,48019,1024,1,5,1,5,5,2,5,3,5,5
ASUS VIVOBOOK 16X K3605ZF N1017W,1.5,Nvidia GeForce RTX 2050,Windows 11 Home,8,Intel Core i5,16.0,3200,Black,asus,28115,512,2,2,5,3,4,4,5,2,1,3
HP VICTUS 15 FA1057NT 8U849EA,3.0,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i7,15.6,3200,"Dark Gray, Black",hp,50447,512,1,1,5,5,2,3,5,3,3,3
DELL GAMING G15 5530,3.0,Nvidia GeForce RTX 4060,Windows 11 Pro,64,Intel Core i7,15.6,4800,Black,dell,67500,2048,1,2,3,4,4,1,5,5,5,5
LENOVO THINKPAD E16 GEN1,1.5,AMD Radeon Graphics,Windows 11 Pro,40,AMD Ryzen 7,16.0,3200,Metallic Black,lenovo,44295,2048,3,5,3,4,4,2,5,2,5,4
CASPER EXCALIBUR G870 1245 BVB0X B,3.0,Nvidia GeForce RTX 4060,FreeDos,16,Intel Core i5,15.6,3200,Grey,casper,41299,512,2,1,4,5,5,1,4,1,5,5
LENOVO V15 G3,1.5,Intel Iris Xe Graphics,FreeDos,16,Intel Core i5,15.6,3200,Black,lenovo,19999,1024,4,5,2,5,1,2,5,3,2,3
LENOVO IDEAPAD,1.5,Shared,Windows 11 Home,40,AMD Ryzen 7,15.6,3200,Grey,lenovo,23949,1024,3,1,4,5,4,3,4,2,2,1
DELL LATITUDE 3550,1.0,Intel UHD Graphics,Windows 11 Pro,64,Intel Core Ultra 7,15.6,5600,Metallic Black,dell,62915,1024,4,1,1,5,2,2,3,4,5,1
LENOVO LOQ,3.0,Nvidia GeForce RTX 4050,Windows 11 Home,32,AMD Ryzen 7,15.6,4800,Metallic Grey,lenovo,49324,1024,3,1,1,1,1,5,4,5,5,2
LENOVO V15 G4 IRU,1.5,Intel UHD Graphics,Windows 11 Pro,16,Intel Core i5,15.6,3200,Black,lenovo,23499,512,3,5,2,5,5,3,4,5,2,1
MSI KATANA 17,3.0,Nvidia GeForce RTX 4060,FreeDos,64,Intel Core i7,17.3,5200,Black,msi,81306,2048,1,1,1,2,5,5,4,3,1,1
DELL INSPIRON 3520,1.5,Intel Iris Xe Graphics,Linux,16,Intel Core i7,15.6,3200,Grey,dell,23299,512,3,1,1,3,3,2,4,4,1,5
LENOVO V15 G4,3.0,AMD Radeon Graphics,Windows 11 Home,24,AMD Ryzen 7,15.6,3200,Black,lenovo,23152,1024,4,2,1,3,1,5,5,3,5,1
ASUS EXPERTBOOK B5 B5602CBN I7126016512DS,1.0,Intel Arc Graphics,FreeDos,16,Intel Core i7,16.0,4800,Black,asus,48999,512,3,2,5,5,1,5,2,3,2,5
HP PROBOOK 440 G10,1.5,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i5,14.1,4800,Silver,hp,36900,512,2,1,1,5,4,1,5,5,1,1
LENOVO YOGA PRO 7,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,16,Intel Core Ultra 7,14.5,7467,Grey,lenovo,63999,1024,1,5,4,2,2,3,4,4,3,4
ASUS 14 DOKUNMATIK 2IN1 B5402FVA DI7161TBB0D CORE,1.5,Intel Iris Pro Graphics,FreeDos,8,1280P,15.6,3200,Black,asus,57383,250,5,4,5,1,2,3,4,5,5,2
LENOVO V15 G3 ABA,1.0,AMD Radeon Graphics,Windows 11 Pro,8,AMD Ryzen 7,15.6,3200,Black,lenovo,19499,256,5,5,3,3,5,5,4,4,1,1
HP ELITEBOOK 840 G10,1.5,Intel UHD Graphics,Windows 11 Pro,96,Intel Core i7,14.0,5200,Metallic Grey,hp,85312,4096,3,1,2,1,4,2,4,3,2,5
HP 250 G9,1.0,Intel Iris Xe Graphics,Windows 11 Home,32,Intel Core i5,15.6,3200,Grey,hp,28419,1024,4,1,1,5,3,3,2,2,2,1
LENOVO THINKBOOK 14 21KG004NTR I7 13700H 16GB 512GB SSD O B,1.0,Intel Iris Xe Graphics,FreeDos,16,Intel Core i7,14.0,5200,Grey,lenovo,31999,512,1,5,5,2,5,3,4,4,1,5
MSI THIN 15 B12UCX 2420TR,1.0,Nvidia GeForce RTX 2050,Windows 11 Home,16,Intel Core i5,15.6,3200,Black,msi,29999,512,5,1,4,5,1,4,5,4,5,1
LENOVO V15 G3 ABA,1.0,AMD Radeon Graphics,Windows 11 Pro,16,AMD Ryzen 7,15.6,3200,Black,lenovo,22399,1024,4,1,2,5,3,5,5,4,2,4
DELL INSPIRON 3520,1.5,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i7,15.6,3200,Black,dell,25699,512,4,5,4,5,1,5,2,4,5,2
LENOVO X1 CARBON,1.5,Shared,FreeDos,16,Intel Core i7,14.0,6400,Black,lenovo,86911,240,3,1,1,1,3,2,5,4,5,4
LENOVO IDEAPAD 3 17IAU7,3.0,Intel Iris Xe Graphics,FreeDos,40,Intel Core i5,17.3,3200,Grey,lenovo,35099,1024,4,2,3,1,2,4,5,2,1,1
CASPER NIRVANA S100 300NIT CORE,1.0,Intel Graphics,Windows 11 Pro,16,Intel Core i7,16.0,5600,Titanium Grey,casper,32399,1024,3,4,1,3,2,2,3,4,3,2
LENOVO THINKBOOK 14 G6 IRL,1.5,Intel Iris Xe Graphics,Windows 11 Pro,32,Intel Core i7,14.0,5200,Metallic Grey,lenovo,46647,1024,5,1,5,2,5,5,5,5,1,5
MSI SWORD 17 HX,3.0,Nvidia GeForce RTX 4070,Windows 11 Home,48,Intel Core i9,17.0,5600,Black,msi,118383,1024,1,4,1,5,1,4,4,1,1,2
CASPER EXCALIBUR G870 1245 DFB0X B,3.0,Nvidia GeForce RTX 4060,FreeDos,32,Intel Core i5,15.6,3200,Grey,casper,42297,1024,2,1,1,1,5,1,4,1,5,4
LENOVO THINKPAD E14 GEN 5,1.5,Shared,FreeDos,40,Intel Core i5,14.0,3200,Black,lenovo,39090,2048,5,5,1,1,4,3,5,3,1,1
MSI CYBORG 15,1.5,Nvidia GeForce RTX 4060,Windows 11 Home,32,Intel Core i5,15.6,5200,Metallic Black,msi,49979,1024,5,4,1,5,4,1,4,5,4,4
ACER NITRO V 15 ANV15 51,3.0,Nvidia GeForce RTX 4050,Windows 11 Home,32,Intel Core i7,15.6,5600,Black,acer,56999,2048,1,5,3,5,1,3,2,3,5,5
LENOVO V15 G3 IAP,1.5,Shared,FreeDos,16,Intel Core i5,15.6,3200,Black,lenovo,19799,512,3,5,5,2,5,4,4,5,4,2
CASPER NIRVANA X600 1270 BU00X G F,1.5,Shared,FreeDos,16,Intel Core i7,15.6,3200,Grey,casper,21999,256,1,4,1,3,2,5,5,2,5,3
CASPER NIRVANA S100 300NIT CORE,1.0,Intel Graphics,Windows 11 Home,32,Intel Core i7,16.0,5600,Titanium Grey,casper,35499,2048,1,5,5,1,1,5,5,4,5,3
ASUS EXPERTBOOK P1 P1503CVA,1.0,Intel UHD Graphics,FreeDos,8,Intel Core i5,15.6,5200,Silver,asus,20090,512,5,1,5,5,3,1,5,5,5,4
DELL INSPIRON 15 3520 I5 1235U 8GB RAM 256GB SSD 15 6 INC FHD 120HZ UBUNTU,1.5,Intel UHD Graphics,Ubuntu,8,Intel Core i5,15.6,2666,Black,dell,14378,256,5,1,4,2,4,5,5,4,3,5
LENOVO YOGA 7,1.5,Intel HD Graphics,Windows 11 Home,16,Intel Core Ultra 5,14.0,7467,Blue,lenovo,47997,512,1,5,2,5,2,5,5,5,1,5
LENOVO IDEAPAD 1,1.5,Onboard,FreeDos,8,AMD Ryzen 3,15.6,5500,Grey,lenovo,27202,256,2,5,5,2,5,3,4,5,5,3
LENOVO THINKBOOK 2 IN 1 G4 IML,1.0,Intel Graphics,FreeDos,32,Core Ultra 7,14.0,5600,Grey,lenovo,48019,1024,1,1,3,5,1,3,5,5,3,1
MSI THIN 15,3.0,Nvidia GeForce RTX 3050,Windows 11 Pro,64,Intel Core i7,15.6,3200,Grey,msi,52726,1024,4,1,4,2,3,1,5,4,4,5
LENOVO IDEAPAD 1 82V700A9TX02 N4020,1.0,Shared,Windows 11 Home,4,Intel Celeron,15.6,2400,Black,lenovo,12474,512,2,1,5,3,1,4,4,3,5,4
LENOVO V15 GEN2,1.5,Shared,Windows 11 Pro,16,Intel Core i7,15.6,3200,"Dark Grey, Black",lenovo,27500,512,1,1,1,5,5,3,5,5,1,1
ASUS ROG STRIX G16,3.0,Nvidia GeForce RTX 4060,FreeDos,32,Intel Core i7,16.0,4800,Grey,asus,77710,1024,3,5,1,3,2,2,5,5,2,1
ASUS ROG STRIX G18 G815LW S9125,3.0,Nvidia GeForce RTX 5080,FreeDos,32,Intel Core Ultra 9,18.0,5600,Black,asus,172999,1024,1,3,4,1,4,5,1,3,1,5
HP VICTUS GAMING,3.0,Nvidia GeForce RTX 4060,Windows 11 Pro,16,Intel Core i7,15.6,3200,Black,hp,49999,1024,3,5,2,5,1,5,4,5,5,5
MONSTER ABRA A5 V20 2 2,3.0,Nvidia GeForce RTX 4050,FreeDos,32,Intel Core i5,15.6,3200,Black,monster,44099,1024,3,1,3,5,5,3,4,1,5,5
LENOVO IDEAPAD 3 17ALC6,3.0,AMD Radeon Graphics,FreeDos,12,AMD Ryzen 7,17.3,2400,Grey,lenovo,24999,512,1,3,5,3,1,5,1,5,5,5
MSI SUMMIT E16 AI EVO A1MTG 015TR,3.0,Intel Arc Graphics,Windows 11 Pro,32,Intel Core Ultra 7,16.0,6400,Black,msi,129059,1024,3,3,3,5,1,1,1,3,3,5
ASUS B3402FBA I58511,1.5,Intel Iris Xe Graphics,FreeDos,16,Intel Core i5,14.0,3200,Dark Blue,asus,29889,256,2,5,4,5,5,4,4,3,5,4
LENOVO YOGA 6,1.5,AMD Radeon Graphics,Windows 11 Home,16,AMD Ryzen 7,13.3,4266,Blue,lenovo,40375,256,5,1,5,5,1,3,5,5,2,1
HP 250 G10,1.5,Intel Iris Xe Graphics,FreeDos,32,Intel Core i7,15.6,3200,Grey,hp,32009,2048,5,1,5,1,1,3,5,2,5,1
CASPER EXCALIBUR G870 1245 BVA0X B,3.0,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i5,15.6,3200,Grey,casper,38199,512,5,5,5,1,5,2,1,4,5,2
LENOVO V14 GEN4 IRU,1.5,Intel UHD Graphics,Windows 11 Home,24,Intel Core i5,14.0,3200,Black,lenovo,27439,256,5,5,1,5,4,3,5,5,5,5
DELL VOSTRO 3530,1.5,Intel Iris Xe Graphics,Linux,8,Intel Core i5,15.6,2666,Black,dell,17999,512,5,3,5,3,5,1,5,5,3,2
DELL INSPIRON 3520 I7 1255U 8GB 512GB SSD 15 6 FHD UBUNTU,1.5,Intel Iris Xe Graphics,Linux,8,Intel Core i7,15.6,3200,Black,dell,21983,512,4,4,3,5,3,5,2,5,5,4
ASUS EXPERTBOOK P1 P1503,1.0,Intel Iris Xe Graphics,FreeDos,32,Intel Core i5,15.6,5600,Metallic Grey,asus,30379,512,3,1,4,2,2,3,3,5,4,2
MSI MODERN 14,1.5,Intel Iris Xe Graphics,Windows 11 Home,16,Intel Core i7,14.0,3200,Black,msi,39689,2048,1,5,4,2,2,5,5,3,4,1
LENOVO THINKBOOK 14 GEN6,1.0,Intel Iris Xe Graphics,Windows 11 Pro,32,Intel Core i7,14.0,4800,Grey,lenovo,46647,1024,1,5,1,3,3,4,4,5,2,2
MSI CREATOR Z17 HX STUDIO A14VFT 252TR,3.0,Nvidia GeForce RTX 4060,Windows 11 Pro,32,Intel Core i7,17.0,5600,"Black, Grey",msi,125999,1024,1,4,1,5,1,5,2,5,1,1
LENOVO V15 G4 IRU,1.5,Intel Iris Xe Graphics,Windows 11 Home,24,Intel Core i7,15.6,3200,Black,lenovo,29299,1024,4,5,2,5,3,5,5,5,2,3
LENOVO THINKPAD E14,1.0,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i5,14.0,3200,Black,lenovo,29501,512,3,5,1,2,1,1,2,5,5,4
MONSTER HUMA H4 V5 1,1.5,Intel Iris Xe Graphics,FreeDos,16,Intel Core i5,14.1,3200,Silver,monster,27399,500,2,5,4,4,2,3,5,3,2,2
ASUS EXPERTBOOK P1 P1503,1.0,Intel Iris Xe Graphics,Windows 11 Home,16,Intel Core i5,15.6,5600,Metallic Grey,asus,30379,512,2,3,4,5,3,1,3,5,3,3
HP 250 G10,1.0,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i5,15.6,3200,Grey,hp,20999,512,5,4,4,5,5,5,2,3,3,4
MSI CYBORG 15 A13VEA7 1479XTRA7,1.0,Nvidia GeForce RTX 4050,Windows 10 Pro,32,Intel Core i7,15.6,4800,Black,msi,57236,1024,1,1,1,5,2,1,3,1,2,1
DELL VOSTRO 3530,1.0,Intel Iris Xe Graphics,FreeDos,32,Intel Core i7,15.6,2666,Grey,dell,25360,512,1,4,4,3,2,5,5,2,3,4
HP 14 EP0013NT,1.5,Intel UHD Graphics,FreeDos,8,Intel Core i3,14.0,3200,White,hp,12675,512,4,1,5,2,1,2,3,2,5,1
LENOVO LOQ,1.0,Nvidia GeForce RTX 3050,Windows 11 Home,32,Intel Core i5,15.6,4800,Grey,lenovo,40513,1024,5,1,3,2,5,5,5,4,5,4
LENOVO YOGA 7I 16IML92 83DL0000US,1.0,Shared,Windows 11 Home,16,Intel Core Ultra 5,16.0,7467,Grey,lenovo,35035,512,1,3,1,3,5,4,3,5,3,4
MSI RAIDER 18 HX AI A2XWIG 218TR,3.0,Nvidia GeForce RTX 5080,Windows 11 Home,64,Intel Core Ultra 9,18.0,6400,Black,msi,232699,4096,2,1,2,4,1,1,4,4,5,3
ASUS TUF GAMING F15 FX507ZC4 HN081W07,3.0,Nvidia GeForce RTX 3050,Windows 11 Home,32,Intel Core i5,15.6,3200,Grey,asus,36999,1024,4,4,3,2,5,2,4,5,1,1
LENOVO V15,1.5,AMD Radeon Graphics,Windows 10 Home,16,AMD Ryzen 7,15.6,3200,Black,lenovo,24157,256,1,5,1,5,5,5,4,2,1,5
LENOVO THINKPAD E14 GEN 5,1.5,Nvidia GeForce MX550,Windows 11 Pro,24,Intel Core i7,14.0,3200,Black,lenovo,54610,1024,3,3,1,3,5,3,4,4,5,1
LENOVO LOQ 15ARP9,3.0,Nvidia GeForce RTX 4050,Windows 11 Pro,32,AMD Ryzen 7,15.6,4800,Grey,lenovo,44504,512,3,1,1,5,3,4,1,3,4,4
DELL LATITUDE 3440,1.5,Intel Iris Xe Graphics,Windows 11 Pro,8,Intel Core i5,14.0,3200,Black,dell,31149,512,4,1,4,5,5,5,4,2,3,1
LENOVO THINKPAD E14 GEN 5,1.5,AMD Radeon Vega 7,Windows 11 Pro,16,AMD Ryzen 5,14.0,3200,Black,lenovo,27000,512,5,3,1,5,1,1,4,3,1,4
ICOTECH DS13 PLUS 13 5 INC 2 5K,1.5,Intel UHD Graphics 600,FreeDos,16,Intel Celeron,13.5,3200,Grey,icotech,28249,512,1,1,5,5,5,5,5,3,5,3
ACER ASPIRE 5 13 NESIL CORE,1.5,Nvidia GeForce RTX 2050,Windows 11 Home,8,Intel Core i5,14.0,2800,Black,acer,25499,512,3,4,5,5,1,5,5,5,1,4
MONSTER ABRA A5 V20 4 5,3.0,Nvidia GeForce RTX 4050,Windows 11 Home,32,Intel Core i5,15.6,3200,Black,monster,44799,1024,4,1,1,3,2,4,2,4,1,5
LENOVO V15 G4 AMN,1.5,Shared,Windows 11 Pro,8,AMD Ryzen 5,15.6,4800,Black,lenovo,14329,256,3,1,5,3,4,2,5,5,2,4
ASUS VIVOBOOK 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,48,Intel Core i5,16.0,3200,Black,asus,48499,2048,5,1,3,1,5,1,5,5,2,2
LENOVO V15 G3,1.5,Intel Iris Xe Graphics,FreeDos,8,Intel Core i5,15.6,3200,Black,lenovo,17699,256,5,1,5,5,2,2,5,4,4,3
LENOVO THINKPAD E16 GEN1,1.5,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i7,16.0,3200,Grey,lenovo,48999,512,3,5,4,3,2,5,5,4,2,3
ASUS EXPERTBOOK B1 B1503CVA,1.0,Intel Iris Xe Graphics,Windows 11 Home,32,Intel Core i7,15.6,5600,"Dark Gray, Black",asus,37827,512,5,5,3,2,1,5,5,5,2,1
ASUS ROG STRIX G18,3.0,Nvidia GeForce RTX 4080,FreeDos,96,Intel Core i9,18.0,4800,Dark Grey,asus,196620,2048,2,1,1,1,5,5,1,3,5,1
MSI MODERN 14 C12MO 1039XTR,1.5,Intel Iris Xe Graphics,Windows 11 Pro,16,1255U,14.0,3200,Black,msi,26644,1024,3,5,1,5,3,5,3,3,2,5
LENOVO V15 G4 IRU,1.5,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i7,15.6,3200,Black,lenovo,31999,2048,3,1,1,1,3,5,4,5,2,3
LENOVO V15 GEN2 ITL,1.5,Nvidia GeForce MX350,FreeDos,8,Intel Core i5,15.6,3200,Black,lenovo,38404,512,2,5,5,1,1,4,4,2,1,4
LENOVO V15 GEN 4,3.0,Shared,Windows 11 Pro,24,Intel Core i7,15.6,3200,Black,lenovo,32299,1024,3,1,2,3,5,5,1,5,1,3
HP 250 G10,1.5,Intel Iris Xe Graphics,Windows 11 Home,16,Intel Core i5,15.6,3200,Metallic Grey,hp,29999,1024,5,2,5,2,1,3,5,3,4,2
HP 250 G9,1.5,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i5,15.6,3200,Grey,hp,19749,512,5,1,4,5,5,5,5,5,1,1
MSI THIN 15 B12VE 1626XTR,1.5,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i5,15.6,3200,Dark Grey,msi,35918,512,5,1,4,5,2,1,4,3,2,4
LENOVO THINKPAD E14 21JK0005TX,1.5,Intel Iris Xe Graphics,FreeDos,16,Intel Core i5,14.0,3200,Black,lenovo,28775,512,2,2,4,3,2,5,5,5,5,2
RAZER BLADE 18,3.0,Nvidia GeForce RTX 4070,Windows 11 Home,32,Intel Core i9,18.0,5600,Black,razer,89999,1024,1,1,1,2,1,1,5,2,5,2
HP 255 G9,1.5,AMD Radeon Graphics,Windows 11 Pro,16,AMD Ryzen 5,15.6,3200,Black,hp,16599,512,5,1,5,5,3,1,5,2,1,5
LENOVO V15,1.5,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i7,15.6,3200,Black,lenovo,26500,1024,5,2,5,2,1,5,3,4,2,1
LENOVO V14 GEN4 IRU,1.5,Intel UHD Graphics,FreeDos,16,Intel Core i5,14.0,3200,Black,lenovo,24205,256,5,1,2,2,1,2,2,5,1,5
ASUS EXPERTBOOK B1 B1502CBA,1.5,Intel Iris Xe Graphics,FreeDos,24,Intel Core i7,15.6,3200,Black,asus,24899,512,3,1,1,2,1,1,2,3,1,1
LENOVO THINKPAD X1 CARBON GEN 12,1.0,Intel Arc Graphics,Windows 11 Pro,32,Intel Core Ultra 5,14.0,7467,Black,lenovo,89000,512,5,1,1,5,2,5,4,5,2,5
LENOVO THINKPAD E14 GEN 5,1.5,Shared,Windows 11 Pro,16,Intel Core i5,14.0,3200,Black,lenovo,30500,512,5,5,5,5,1,5,3,2,4,4
LENOVO IDEAPAD SLIM 3,1.5,Shared,FreeDos,8,Intel Core i5,15.6,4800,Grey,lenovo,18999,1024,5,1,3,5,5,1,5,3,3,4
LENOVO THINKPAD E14 GEN5,1.5,Intel Iris Xe Graphics,FreeDos,16,Intel Core i7,14.0,3200,Metallic Black,lenovo,43609,1024,5,5,2,5,1,1,5,5,5,5
ACER NITRO V15 ANV15 41A55,3.0,Nvidia GeForce RTX 4060,Windows 11 Pro,16,AMD Ryzen 7,15.6,4800,Black,acer,43119,512,1,2,5,5,5,2,1,2,3,3
LENOVO THINKPAD E14 GEN 5,1.5,Nvidia GeForce MX550,FreeDos,16,Intel Core i7,14.0,3200,Black,lenovo,47044,1024,3,1,1,5,5,5,4,3,1,5
DELL LATITUDE 3550,1.0,Intel Iris Xe Graphics,Ubuntu,32,Intel Core i7,15.6,5600,Black,dell,38432,512,5,1,1,5,2,4,2,3,3,2
DELL LATITUDE 3550,1.0,Intel Iris Xe Graphics,FreeDos,16,Intel Core i7,15.6,5600,Black,dell,39905,1024,1,5,1,3,5,2,4,2,2,2
ASUS X515EA EJ1229,1.0,Intel Iris Xe Graphics,FreeDos,8,Intel Core i5,15.6,3200,Grey,asus,18940,256,5,4,4,5,1,5,5,5,1,3
MSI CYBORG 14 A13VE 054XTR,1.5,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i7,14.0,5200,Black,msi,47416,512,1,4,2,5,2,5,5,3,1,1
LENOVO V15 G4 IRU,1.5,Intel Iris Xe Graphics,FreeDos,40,Intel Core i7,15.6,3200,Black,lenovo,29499,1024,1,2,2,1,5,3,5,4,5,4
